-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-623.10;0.00
-620.00;160.00
-617.70;355.20
-615.80;137.60
-613.20;259.20
-610.60;265.60
-607.80;278.40
-605.00;268.80
-602.20;275.20
-599.60;275.20
-596.80;275.20
-594.00;281.60
-591.30;265.60
-588.60;272.00
-585.90;281.60
-583.00;278.40
-580.00;288.00
-577.30;278.40
-574.60;284.80
-571.60;291.20
-569.00;265.60
-566.20;272.00
-563.60;272.00
-560.90;262.40
-558.10;272.00
-555.40;268.80
-552.70;272.00
-549.80;288.00
-547.00;278.40
-544.10;281.60
-541.40;284.80
-538.60;278.40
-535.80;281.60
-533.10;265.60
-530.40;275.20
-527.60;284.80
-524.80;281.60
-521.90;278.40
-519.20;278.40
-516.50;272.00
-513.70;281.60
-511.10;259.20
-508.40;265.60
-505.80;265.60
-503.10;265.60
-500.30;272.00
-497.60;265.60
-495.00;268.80
-492.20;281.60
-489.50;268.80
-486.70;272.00
-484.00;275.20
-481.30;275.20
-478.40;284.80
-475.60;275.20
-472.90;275.20
-470.10;288.00
-467.20;278.40
-464.40;278.40
-461.70;268.80
-459.10;272.00
-456.30;278.40
-453.60;268.80
-450.80;268.80
